Ticker,Description,Price,Change %,Change,Volume,Market Capitalization,Relative Volume at Time,"Change 1m, %","Change 5m, %",Exchange,Pre-market Change,Open,Change from Open
CYH,"Community Health Systems, Inc.",5.33,-5.16014235,-0.29,2419821,718021161,1.0768858,-0.18726592,0.47125353,NYSE,,5.5,-0.17
GEN,Gen Digital Inc.,21.3,-9.63088672,-2.27,8018256,13873964590.999998,5.99004208,-0.18748535,-0.28096465,NASDAQ,-0.38,23.11,-1.81
CTMX,"CytomX Therapeutics, Inc.",2.65,2.31660232,0.06,865499,175123576,1.23916314,-0.18761726,0,NASDAQ,0.03,2.6,0.05
SWN,Southwestern Energy Company,5.32,-0.37453184,-0.02,26223897,5871038411.999999,2.43973235,-0.18761726,-0.37453184,NYSE,-0.01,5.33,-0.01
LRCX,Lam Research Corporation,529.25,-2.17913648,-11.79,1268421,71414985439,1.11072475,-0.18772699,-0.16041368,NASDAQ,-9.04,529.3,-0.05
RKLB,"Rocket Lab USA, Inc.",5.31,1.33587786,0.07,6147343,2512995716,2.96220449,-0.18796992,0.18867925,NASDAQ,-0.12,5.12,0.19
CXM,"Sprinklr, Inc.",10.62,-2.56880734,-0.28,1086126,2772171647,2.04878198,-0.18796992,0.14144272,NYSE,,10.52,0.1
TSP,TuSimple Holdings Inc.,2.64,-3.47349177,-0.095,4029130,595867996,2.12201025,-0.18867925,0,NASDAQ,-0.115,2.63,0.01
SFIX,"Stitch Fix, Inc.",5.26,-6.07142857,-0.34,2409433,582850411,1.3550352,-0.18939394,0,NASDAQ,-0.26,5.32,-0.06
NVTA,Invitae Corporation,2.62,-2.60223048,-0.07,12073066,636386483,2.00908269,-0.18975332,-0.60468632,NYSE,-0.08,2.61,0.01
LEV,The Lion Electric Company,2.61,-2.24719101,-0.06,861828,508197836.00000006,1.23236765,-0.19120459,-0.38167939,NYSE,0.02,2.62,-0.01
PACK,Ranpak Holdings Corp,7.83,-1.26103405,-0.1,350458,619243183,2.12321725,-0.19132653,-0.31847134,NYSE,,7.81,0.02
MCW,"Mister Car Wash, Inc.",10.42,-1.41911069,-0.15,687038,3178023069.0000005,0.5289202,-0.19193858,0.04810005,NYSE,,10.33,0.09
PRVA,"Privia Health Group, Inc.",25.96,-6.28158845,-1.74,824213,2967190145,2.13600996,-0.19215988,-0.07695267,NASDAQ,0.06,27.4,-1.44
BHIL,"Benson Hill, Inc.",2.59,-8.8028169,-0.25,703837,534740331,3.19228697,-0.19305019,0,NYSE,,2.74,-0.15
CMRE,Costamare Inc.,10.32,-0.67372474,-0.07,447247,1256189742.9999998,1.2989298,-0.19323671,0,NYSE,0.03,10.39,-0.07
EFX,"Equifax, Inc.",225.99,-2.02037719,-4.66,1031296,27670990975,1.93267451,-0.19432054,-0.1215389,NYSE,,225.66,0.33
KORU,Direxion Daily South Korea Bull 3X Shares,10.31,-7.86416443,-0.88,378693,,1.95384793,-0.19455253,-0.0798582,NYSE ARCA,-0.6613,10.54,-0.23
DY,"Dycom Industries, Inc.",90.93,-1.16304348,-1.07,344449,2687586902,1.9718614,-0.19478204,-0.36152498,NYSE,,91.41,-0.48
PCOR,"Procore Technologies, Inc.",58.67,-4.33719224,-2.66,520009,8096995097,1.16488029,-0.19562814,-0.29739145,NYSE,,58.95,-0.28
ARCB,ArcBest Corporation,86.7,-3.82695507,-3.45,484304,2117030209.0000005,4.33797435,-0.19569472,-0.00011534,NASDAQ,-0.2,79.92,6.78
AIT,"Applied Industrial Technologies, Inc.",145.11,-0.54828319,-0.8,460962,5601200411,2.05220963,-0.19608518,-0.23383769,NYSE,,145.49,-0.38
EBIX,"Ebix, Inc.",20.3,-2.8708134,-0.6,334392,627349111,1.62865511,-0.19685039,-0.53948014,NASDAQ,0,20.37,-0.07
SEM,Select Medical Holdings Corporation,30.34,0.26437541,0.08,446252,3852683041,1.78891482,-0.19736842,-0.32851511,NYSE,,30.07,0.27
AMZN,"Amazon.com, Inc.",103.39,-8.43149411,-9.52,144374828,1059464180913.9998,3.27910431,-0.19792421,0.14522365,NASDAQ,-7.64,105.26,-1.87
DCGO,DocGo Inc.,10.08,-0.1980198,-0.02,412432,1032304519,0.90057101,-0.1980198,0.19880716,NASDAQ,,9.89,0.19
RUM,Rumble Inc.,10.09,-0.98135427,-0.1,755697,3883766001,1.53651039,-0.1980198,-0.1980198,NASDAQ,0.0114,10.11,-0.02
HROW,"Harrow Health, Inc.",17.5,8.29207921,1.34,532764,479738950.99999994,4.93472601,-0.1993734,0.20017158,NASDAQ,,15.99,1.51
AVPT,"AvePoint, Inc.",4.98,-0.5988024,-0.03,378896,929621382,1.56199449,-0.2,-0.1001001,NASDAQ,-0.0785,4.9,0.08
XHR,"Xenia Hotels & Resorts, Inc.",14.8,-1.79163902,-0.27,747200,1684947141,2.86070254,-0.20229265,-0.63779792,NYSE,,14.85,-0.05
HLMN,Hillman Solutions Corp.,9.8,-3.06627102,-0.31,1065282,1905865563.9999995,1.60285463,-0.20366599,-0.25445293,NASDAQ,,9.92,-0.12
SMTC,Semtech Corporation,33.99,-2.15889465,-0.75,841781,2169844564,2.15804599,-0.20539906,-0.0734538,NASDAQ,,33.98,0.01
POWW,"AMMO, Inc.",2.42,-2.0242915,-0.05,1076769,284228429,2.9277486,-0.20661157,0,NASDAQ,0.07,2.505,-0.085
ACMR,"ACM Research, Inc.",12.05,-2.35008104,-0.29,532138,716497025,1.01409533,-0.20703934,0,NASDAQ,-0.17,12.01,0.04
CAAS,"China Automotive Systems, Inc.",9.61,9.82857143,0.86,461365,290181873,2.56776104,-0.20790021,-0.62008923,NASDAQ,-0.1,8.6,1.01
FBP,First BanCorp. New,14.39,0.27874564,0.04,1212220,2656559930,1.2489785,-0.20804438,-0.27720028,NYSE,,14.29,0.1
ILPT,Industrial Logistics Properties Trust,4.79,-0.41580042,-0.02,719231,314073426,1.52202015,-0.20811655,-0.41536864,NASDAQ,0,4.73,0.06
DOCN,"DigitalOcean Holdings, Inc.",31,-10.6370712,-3.69,1940154,2985210220,3.74781392,-0.20923869,-0.54539621,NYSE,-1.55,33.14,-2.14
JAGX,"Jaguar Health, Inc.",4.7,3.98230088,0.18,986876,18943189,9.31028485,-0.20974576,0.75080214,NASDAQ,0.08,4.56,0.14
SVRA,"Savara, Inc.",2.36,-0.42194093,-0.01,371095,269143825,1.28579884,-0.21008403,0.21097046,NASDAQ,-0.06,2.3,0.06
APPH,"AppHarvest, Inc.",2.35,-10.30534351,-0.27,2097669,253574817.99999997,1.33270811,-0.21052632,0.21141649,NASDAQ,-0.13,2.5,-0.15
LXRX,"Lexicon Pharmaceuticals, Inc.",2.36,-4.06504065,-0.1,275893,445392759.00000006,1.41565472,-0.21097046,0.21186441,NASDAQ,-0.05,2.42,-0.06
FNKO,"Funko, Inc.",11.81,-1.50125104,-0.18,429442,596131463.0000001,0.83166374,-0.21141649,-0.16920474,NASDAQ,0,11.84,-0.03
EDBL,Edible Garden AG Incorporated,4.75,-43.11377246,-3.6,2492979,1696510,5.07591631,-0.21141649,-0.72562835,NASDAQ,-3.67,4.7,0.05
PRTS,"CarParts.com, Inc.",7.04,-2.89655172,-0.21,527341,384098890,1.31237434,-0.21276596,-0.20851951,NASDAQ,0,7.1,-0.06
INTR,Inter & Co. Inc.,2.29,-7.66129032,-0.19,880193,918655334.9999998,3.89121505,-0.21305274,-0.30841406,NASDAQ,-0.11,2.48,-0.19
TALO,"Talos Energy, Inc.",18.69,-0.95389507,-0.18,927157,1543239470.0000002,1.99155725,-0.21344717,-0.55836214,NYSE,,18.9,-0.21
BKU,"BankUnited, Inc.",39.69,-0.60105184,-0.24,823712,3066850602.9999995,2.10546866,-0.21372894,-0.07553821,NYSE,,39.58,0.11
PRAX,"Praxis Precision Medicines, Inc.",4.64,-3.13152401,-0.15,634760,218630204,1.03018959,-0.21482277,0.21574973,NASDAQ,0.18,5.02,-0.38
SGH,"SMART Global Holdings, Inc.",18.55,-1.17208311,-0.22,376529,912741920.0000002,1.37779822,-0.21493821,-0.37553648,NASDAQ,,18.32,0.23
PBI,Pitney Bowes Inc.,4.64,0.65075922,0.03,1183644,807378597.0000001,1.13576744,-0.21551724,0,NYSE,,4.55,0.09
WST,"West Pharmaceutical Services, Inc.",272.88,-3.19284802,-9,466334,20202120455,1.6631902,-0.2158405,-0.36164384,NYSE,,275.95,-3.07
ADCT,ADC Therapeutics SA,4.63,-5.51020408,-0.27,510139,373374899.00000006,2.13528507,-0.21598272,0,NYSE,0.15,5.05,-0.42
CUBI,"Customers Bancorp, Inc",32.29,1.06416275,0.34,774897,1049922047,1.87494902,-0.21631644,-0.27794935,NYSE,,31.43,0.86
UE,Urban Edge Properties,16.09,-1.34886573,-0.22,901976,1889579705,1.29013192,-0.21705426,-0.24798512,NYSE,,16.11,-0.02
FDMT,"4D Molecular Therapeutics, Inc.",22.92,-0.56399132,-0.13,335907,742433347.0000001,2.81020824,-0.2175805,0.04363002,NASDAQ,-0.4499,22.88,0.04
QLD,ProShares Ultra QQQ,45.72,-3.60531309,-1.71,8871587,,2.86688759,-0.21824531,-0.27265787,NYSE ARCA,-2.08,45.36,0.36
BRY,Berry Corporation (bry),9.11,2.35955056,0.21,775690,699351915.0000001,3.03887637,-0.21881838,-0.10952903,NASDAQ,,8.99,0.12
JKS,JinkoSolar Holding Company Limited,54.66,-3.06791984,-1.73,532312,2739750953,1.65871333,-0.21921812,0,NYSE,-1.19,55,-0.34
CALM,"Cal-Maine Foods, Inc.",54.47,-0.49324077,-0.27,852560,2665225322,1.72755341,-0.21994135,-0.36603221,NASDAQ,0.24,54.98,-0.51
FLGC,Flora Growth Corp.,0.407,2.38993711,0.0095,1816045,54296009,0.32008534,-0.22064231,1.75,NASDAQ,0.0025,0.4012,0.0058
NRGV,"Energy Vault Holdings, Inc.",4.49,-8.92494929,-0.44,635058,620824820,1.276056,-0.22222222,-0.77348066,NYSE,-0.15,4.88,-0.39
AKR,Acadia Realty Trust,15.7,-1.75219024,-0.28,440857,1490820461,1.22100515,-0.22236341,-0.12718601,NYSE,,15.76,-0.06
NIO,NIO Inc.,11.19,-6.43812709,-0.77,55798837,17689165285.57632,1.84435606,-0.22291574,-0.44483986,NYSE,-0.3,11.65,-0.46
PD,"PagerDuty, Inc.",31.31,-2.49143569,-0.8,2571680,2817144147,1.95951383,-0.22307202,-0.3024996,NYSE,-1.52,30.74,0.57
DRQ,"Dril-Quip, Inc.",31.26,0.44987147,0.14,335679,1060330684,2.32705432,-0.22349936,-0.17569078,NYSE,,31.16,0.1
ARLP,"Alliance Resource Partners, L.P.",22.31,0.58611362,0.13,826963,2837725311.0000005,1.4398415,-0.22371365,-0.22371365,NASDAQ,0.28,22.5,-0.19
PBYI,Puma Biotechnology Inc,4.46,2.05949657,0.09,540950,203555012,4.80890439,-0.22396417,-0.66889632,NASDAQ,,4.34,0.12
ENTG,"Entegris, Inc.",84.58,-3.80984874,-3.35,1598409,12605344746.000002,1.5620767,-0.22418879,-0.19474771,NASDAQ,,85.4,-0.82
WISA,"WiSA Technologies, Inc.",8.9,-2.09020902,-0.19,657280,6342442,0.84253735,-0.2247191,-0.44843049,NASDAQ,0.06,9.06,-0.16
TECL,Direxion Technology Bull 3X Shares,31.84,-2.51071647,-0.82,6133559,,3.13266252,-0.22475291,-0.37558685,NYSE ARCA,-1.8311,30.89,0.95
SUNW,"Sunworks, Inc.",2.2,-3.930131,-0.09,466289,77413373.99999999,1.38485475,-0.22675737,0.22779043,NASDAQ,-0.05,2.23,-0.03
ACET,"Adicet Bio, Inc.",8.76,-5.09209101,-0.47,400822,375377793.00000006,2.91816319,-0.22779043,0.11428571,NASDAQ,,9.08,-0.32
KAR,"KAR Auction Services, Inc",15.3,-1.03492885,-0.16,650812,1666290042.0000002,1.66506847,-0.22838499,0.16377334,NYSE,,15.22,0.08
HAE,Haemonetics Corporation,87.13,0.87993516,0.76,400978,4409506625,1.95553212,-0.2290426,0.02296211,NYSE,-0.01,86.2,0.93
NR,"Newpark Resources, Inc.",4.35,0.23041475,0.01,549921,409103897,1.45901039,-0.2293578,-0.11481056,NYSE,,4.33,0.02
AMZU,Direxion Daily AMZN Bull 1.5X Shares,17.33,-12.69521411,-2.52,685630,,3.56507625,-0.23045845,0.34682081,NASDAQ,-2.02,17.78,-0.45
ARLO,"Arlo Technologies, Inc.",4.32,0.23201856,0.01,570906,382198462,1.17609537,-0.23068051,0.11574074,NYSE,-0.06,4.2,0.12
BLCO,Bausch + Lomb Corporation,17.29,-1.31278539,-0.23,493988,6051512950.21,3.35830473,-0.23068051,-0.63182079,NYSE,,17.27,0.02
DADA,Dada Nexus Limited,12.93,-7.1787509,-1,1589679,3304767212,1.37893722,-0.23148148,-0.07727975,NASDAQ,-0.73,13.2,-0.27
AMLX,"Amylyx Pharmaceuticals, Inc.",36.64,-0.97297297,-0.36,648034,2427627785,1.67104944,-0.23157608,-0.70498915,NASDAQ,,36.67,-0.03
GFF,Griffon Corporation,43.01,2.30732636,0.97,1110863,2454336783.0000005,3.72949414,-0.23207241,-0.37079954,NYSE,,41.69,1.32
BSIG,BrightSphere Investment Group Inc.,25.77,2.79218189,0.7,290721,1067750512.9999998,2.33024485,-0.23228804,-0.17431726,NYSE,0.08,24.87,0.9
UDMY,"Udemy, Inc.",12.87,-1.37931034,-0.18,273368,1818818721.0000005,1.69449059,-0.23255814,0.23364486,NASDAQ,-0.2,12.79,0.08
DK,"Delek US Holdings, Inc.",25.71,-1.22935075,-0.32,1090843,1791789332.9999998,1.43296784,-0.23273856,-0.07770008,NYSE,-0.01,26.18,-0.47
AAPU,Direxion Daily AAPL Bull 1.5X Shares,21.4,3.48162476,0.72,337829,,3.76054151,-0.23277467,-0.23277467,NASDAQ,-0.51,20.04,1.36
NEE,"NextEra Energy, Inc.",74.67,-1.23015873,-0.93,11671472,148381500448,1.38300939,-0.23387905,-0.2738628,NYSE,-0.34,75.25,-0.58
CRBG,Corebridge Financial Inc.,21.32,-0.79106561,-0.17,1084629,13751400000,1.56732569,-0.23397286,-0.23397286,NYSE,,21.35,-0.03
TWOU,"2U, Inc.",12.81,29.65587045,2.93,6664031,1013143960.9999998,14.15128643,-0.23400936,-0.89112747,NASDAQ,-0.28,9.83,2.98
LCII,LCI Industries,119.19,0.07556675,0.09,336489,3031036581,2.34541747,-0.23436846,-0.18423918,NYSE,,117.86,1.33
ARES,Ares Management Corporation,85.03,0.47264563,0.4,1124880,14745908719.999998,2.53666553,-0.23465916,-0.33989686,NYSE,,83.07,1.96
ROCC,Ranger Oil Corporation,42.15,1.63973957,0.68,281387,1755093885,2.13181121,-0.23691068,-0.09489917,NASDAQ,,41.68,0.47
SITE,"SiteOne Landscape Supply, Inc.",159.86,-2.53033352,-4.15,294057,7210138878,0.93189604,-0.23744064,0.08462623,NYSE,,160.99,-1.13
QUOT,Quotient Technology Inc.,4.2,0,0,763789,406138109.99999994,3.3985227,-0.23752969,-0.23752969,NYSE,,4.1,0.1
BBIG,"Vinco Ventures, Inc.",0.7119,-1.80689655,-0.0131,6309991,165973082,1.38414456,-0.23789533,-0.88975393,NASDAQ,0.0117,0.7258,-0.0139
NUVA,"NuVasive, Inc.",48.12,0.90165653,0.43,703081,2508686134,2.81717801,-0.23841609,-0.36235635,NASDAQ,,47.19,0.93
VRT,"Vertiv Holdings, LLC",14.59,-2.99202128,-0.45,3013585,5504741873,2.59497488,-0.23947999,0.13736264,NYSE,,14.63,-0.04
EXFY,"Expensify, Inc.",10.41,-9.08296943,-1.04,545704,856965619.9999999,2.55817844,-0.2402691,-0.2402691,NASDAQ,,10.92,-0.51
DNA,"Ginkgo Bioworks Holdings, Inc.",2.06,-5.93607306,-0.13,21064131,3996358343,1.84891318,-0.24096386,-0.24096386,NYSE,-0.12,2.06,0
NOTV,"Inotiv, Inc.",8.12,-2.28640193,-0.19,327771,207925882,1.343854,-0.24570025,0.61957869,NASDAQ,-0.11,8.12,0
KRG,Kite Realty Group Trust,22.29,-1.10913931,-0.25,1745468,4883714848,1.9046242,-0.24602997,0.02242655,NYSE,,22.32,-0.03
WWW,"Wolverine World Wide, Inc.",16.21,-1.15853659,-0.19,1373134,1276619794,1.74858241,-0.24615385,-0.21545091,NYSE,-0.41,15.94,0.27
KLIC,"Kulicke and Soffa Industries, Inc.",56.53,-2.96944731,-1.73,833422,3204565655,2.28468913,-0.24708789,0.22165086,NASDAQ,-0.84,57.56,-1.03
ATEN,"A10 Networks, Inc.",16.13,-0.06195787,-0.01,666793,1184713193,1.85537413,-0.24737168,-0.21651717,NYSE,-0.28,15.87,0.26
EVTL,Vertical Aerospace Ltd.,2.03,-3.33333333,-0.07,750657,424849326.00000006,1.27639375,-0.24813896,0,NYSE,-0.01,2.1,-0.07
DWAC,Digital World Acquisition Corp.,16.08,-4.65461014,-0.785,483045,598412936,1.50197253,-0.24860162,-0.42435974,NASDAQ,-0.255,16.6,-0.52
SCPH,scPharmaceuticals Inc.,8.03,13.57850071,0.96,814200,273454261,3.26472123,-0.249066,-1.95838433,NASDAQ,,6.97,1.06
ENFN,"Enfusion, Inc.",12,-0.16638935,-0.02,1985374,1380662661,6.02361374,-0.25,-0.25,NYSE,,11.82,0.18
UEC,Uranium Energy Corp.,4,-4.53460621,-0.19,9241398,1479212158,1.83980588,-0.25,-0.49875312,NYSE ARCA,-0.04,4.18,-0.18
PTLO,Portillo's Inc.,21.91,-2.44879786,-0.55,803363,1580584366.0000002,2.99388086,-0.25028441,-0.3092596,NASDAQ,-0.89,22.04,-0.13
WOLF,"Wolfspeed, Inc.",81.68,-5.61590016,-4.86,1903808,10162355033,1.10138568,-0.25032053,-0.12226434,NYSE,-1.85,84.44,-2.76
EDZ,Direxion Emerging Markets Bear 3X Shares,11.25,5.14018692,0.55,531311,,3.24558159,-0.25048016,-0.26548673,NYSE ARCA,0.419,11.1,0.15
REZI,"Resideo Technologies, Inc.",19.75,0.10136847,0.02,639106,2880416172.0000005,2.02302287,-0.25252525,-0.27770765,NYSE,,19.5,0.25
DT,"Dynatrace, Inc.",47.21,1.92141623,0.89,4889904,13646138985.000002,1.98697149,-0.25380711,0.53293541,NYSE,-1.14,44.95,2.26
CGEM,"Cullinan Oncology, Inc.",11.77,-1.17548279,-0.14,351246,538741796,3.57193453,-0.25380711,-0.25380711,NASDAQ,,11.84,-0.07
FSS,Federal Signal Corporation,54.79,0.01825484,0.01,356636,3322277097.9999995,3.79729981,-0.25500911,-0.03650968,NYSE,,54.49,0.3
ZYXI,"Zynex, Inc.",13.64,-4.01125968,-0.57,737226,510865009,6.17237289,-0.255397,-0.07258065,NASDAQ,,14.09,-0.45
SSP,E.W. Scripps Company (The),15.59,-0.95298602,-0.15,266416,1301631527.9999998,1.85094581,-0.25542784,0.32113038,NASDAQ,,15.48,0.11
WT,"WisdomTree, Inc.",5.83,-1.3536379,-0.08,1704832,854202807,0.99868502,-0.2566296,0.25795357,NYSE,0.05,5.84,-0.01
SCS,Steelcase Inc.,7.77,-0.1285347,-0.01,1487585,877900200.0000001,7.29760541,-0.25673941,-0.25673941,NYSE,,7.67,0.1
SEAS,"SeaWorld Entertainment, Inc.",64.01,-0.2493377,-0.16,589079,4089376306.000001,2.27408672,-0.25710947,-0.21046068,NYSE,,63.29,0.72
CARS,Cars.com Inc.,17.4,0.57803468,0.1,411957,1159021021,2.48438461,-0.25795357,-0.25795357,NYSE,-0.86,17,0.4
CRUS,"Cirrus Logic, Inc.",102.38,7.89335019,7.49,2563694,5657228299,10.49682881,-0.25819652,-0.25333723,NASDAQ,-1.89,95.08,7.3
RILY,"B. Riley Financial, Inc.",44.23,-5.02469401,-2.34,369429,1264182047.9999998,2.99409455,-0.25938874,-0.1129433,NASDAQ,,45.27,-1.04
WES,"Western Midstream Partners, LP",26.77,-0.40922619,-0.11,966232,10308324272,2.0569676,-0.26080477,-0.40922619,NYSE,-0.24,26.65,0.12
TSE,Trinseo PLC,30.4,2.01342282,0.6,371950,1063201902.9999998,1.69568359,-0.26229508,0.09871668,NYSE,,29.21,1.19
VNOM,Viper Energy Partners LP,30.23,-0.03306878,-0.01,353904,5015707279,1.73948641,-0.26411357,-0.36279683,NASDAQ,,30.41,-0.18
TEAM,Atlassian Corporation,169.3,-7.18710597,-13.11,7323032,43259534425,5.72807055,-0.26509573,-0.4425104,NASDAQ,-22.41,159.34,9.96
TRVG,trivago N.V.,1.88,-5.05050505,-0.1,767638,678823034,2.54074819,-0.26525199,-1.05263158,NASDAQ,-0.01,1.98,-0.1
PAR,PAR Technology Corporation,37.58,-1.3907111,-0.53,386102,1025549970.0000002,1.92932554,-0.26539278,-0.21242698,NYSE,-0.797,37.9,-0.32
EVRI,Everi Holdings Inc.,18.74,2.01415351,0.37,904765,1676606609,2.62688728,-0.26609899,-0.37214248,NYSE,,18.12,0.62
HT,Hersha Hospitality Trust,9.33,-0.53304904,-0.05,291970,369912124,1.81338762,-0.26723677,0.1610306,NYSE,,9.3,0.03
SPNT,SiriusPoint Ltd.,7.45,0.94850949,0.07,410241,1208156906,1.98537541,-0.26773762,-0.13404826,NYSE,,7.34,0.11
RYAM,Rayonier Advanced Materials Inc.,7.43,-1.19680851,-0.09,573837,475305743,1.67444826,-0.26845638,-0.1344086,NYSE,,7.36,0.07
SD,"SandRidge Energy, Inc.",15.26,-0.9733939,-0.15,354577,562604350,1.16711489,-0.26890844,-0.13071895,NYSE,,15.49,-0.23
RES,"RPC, Inc.",9.27,-0.10775862,-0.01,1480356,2008170712,1.77053949,-0.26925148,0.16224986,NYSE,0.01,9.3,-0.03
STRO,"Sutro Biopharma, Inc.",7.11,-3.26530612,-0.24,370428,408650556,3.1312385,-0.26969322,-0.40678917,NASDAQ,0.02,7.32,-0.21
GOTU,Gaotu Techedu Inc.,3.7,-10.84337349,-0.45,4539971,958367520,2.12422919,-0.27027027,-0.4048583,NYSE,-0.13,4,-0.3
GKOS,Glaukos Corporation,51.52,-1.82926829,-0.96,419927,2457672883,1.53925819,-0.27100271,-0.44444444,NYSE,,51.71,-0.19
ACLS,"Axcelis Technologies, Inc.",118.04,-0.78170967,-0.93,666485,3877451296.000001,1.99679452,-0.27139619,-0.32903063,NASDAQ,-1.97,116,2.04
PRLB,"Proto Labs, Inc.",33.07,-0.69069069,-0.23,318570,896755542.0000001,3.10375147,-0.27141134,-0.33152502,NYSE,,32.94,0.13
IONQ,"IonQ, Inc.",5.5,0.18214936,0.01,4767473,1099773491,2.25973194,-0.27247956,-0.18181818,NYSE,-0.2385,5.26,0.24
SKY,Skyline Champion Corporation,61.99,0.25877406,0.16,706445,3528751475.9999995,4.8211363,-0.27339981,-0.46548957,NYSE,,60.18,1.81
AFRM,"Affirm Holdings, Inc.",18.15,-14.14380322,-2.99,28836446,5266223595.000001,2.39688808,-0.27447745,-0.19212772,NASDAQ,-1.85,19.29,-1.14
TRUP,"Trupanion, Inc.",65.07,-4.05485108,-2.75,550154,2660299206,1.98578021,-0.27586207,-0.55780546,NASDAQ,,64.81,0.26
ALLK,Allakos Inc.,7.21,-4.75561427,-0.36,419563,614317890,1.29878563,-0.27662517,0,NASDAQ,0.13,7.48,-0.27
DESP,"Despegar.com, Corp.",7.25,-3.4620506,-0.26,311096,480223280,1.94990586,-0.27662517,-0.27662517,NYSE,,7.4,-0.15
CVI,CVR Energy Inc.,32.1,-0.95649491,-0.31,521880,3227032155,1.58259132,-0.27958993,-0.09337068,NYSE,0,32.49,-0.39
SMR,NuScale Power Corporation,10.66,-1.20481928,-0.13,811907,2406874342,1.44449791,-0.28037383,-0.18615703,NYSE,0.01,10.75,-0.09
LZ,"LegalZoom.com, Inc.",8.76,-4.67899891,-0.43,714375,1687607708.0000002,1.70847365,-0.28441411,-0.28441411,NASDAQ,-0.01,9,-0.24
DOYU,DouYu International Holdings Limited,1.76,-9.27835052,-0.18,1848913,558771653,2.11373807,-0.28490028,-0.56253196,NASDAQ,-0.05,1.88,-0.12
IDAI,T Stamp Inc.,0.7717,17.13721919,0.1129,703612,18506589.1445,3.20413981,-0.28490028,-0.92640247,NASDAQ,,0.665,0.1067
NEWR,"New Relic, Inc.",64.67,-2.19298246,-1.45,573683,4419424090.000001,3.15177864,-0.28525172,-0.15439247,NYSE,-1.26,63.58,1.09
DEN,Denbury Inc.,83.4,-0.14367816,-0.12,515044,4153329557.000001,2.09268648,-0.28708134,0.19230769,NYSE,0.23,83.41,-0.01
BIGC,"BigCommerce Holdings, Inc. - Series 1",12.14,-5.74534161,-0.74,927892,894486621,2.15677212,-0.28747433,0.20635576,NASDAQ,-0.7985,12.22,-0.08
NIU,Niu Technologies,5.21,-3.33951763,-0.18,622885,400772793,1.78822178,-0.28763183,-0.38314176,NASDAQ,-0.09,5.23,-0.02
DDL,Dingdong (Cayman) Limited,5.19,-3.17164179,-0.17,529858,1123110421,1.39164178,-0.28818444,-0.2402691,NYSE,0,5.31,-0.12
AREC,American Resources Corporation,1.72,2.99401198,0.05,476167,118169548.00000001,2.24343344,-0.28818444,0,NASDAQ,-0.01,1.65,0.07
OII,"Oceaneering International, Inc.",20.7,2.78053625,0.56,1263462,2075372170.9999995,1.82047756,-0.28915663,-0.21702435,NYSE,,20.2,0.5
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),5.17,-3.36448598,-0.18,378482,311620933,1.64740429,-0.28929605,-0.28929605,NYSE,-0.07,5.28,-0.11
KRNY,Kearny Financial,10.28,1.88305253,0.19,354692,694596677,1.73878907,-0.29069767,0.19474197,NASDAQ,,10.08,0.2
TQQQ,ProShares UltraPro QQQ,25.52,-5.16536603,-1.39,267404217,,2.4851464,-0.29302598,-0.39070886,NASDAQ,-1.7,25.21,0.31
GNS,Genius Group Limited,6.76,-4.65444288,-0.33,8715819,145254688.79999998,0.3630414,-0.29542097,-0.51584377,NYSE ARCA,-0.08,7.05,-0.29
SCHN,"Schnitzer Steel Industries, Inc.",33.69,-0.97001764,-0.33,275698,921932884,3.01309276,-0.29594555,0,NASDAQ,-0.02,33.8,-0.11
MKSI,"MKS Instruments, Inc.",109.24,-3.30176153,-3.73,550122,7265199948.000001,1.87205425,-0.29681721,-0.33322682,NASDAQ,,109.98,-0.74
XMTR,"Xometry, Inc.",38.58,-5.64930301,-2.31,702447,1830238871.0000005,1.90885133,-0.29742661,-0.336091,NASDAQ,-0.4,39.54,-0.96
WTTR,"Select Energy Services, Inc.",8.37,0.60096154,0.05,1168408,956887576.9999998,3.98870435,-0.29815146,0.0598444,NYSE,0.01,8.34,0.03
GORO,Gold Resource Corporation,1.67,-2.90697674,-0.05,312048,147624839,1.38542647,-0.29850746,-0.29850746,NYSE ARCA,-0.04,1.69,-0.02
FN,Fabrinet,133.08,-0.18750469,-0.25,289642,4869060709,2.45552987,-0.29962547,-0.31455962,NYSE,0.67,131.51,1.57
VERV,"Verve Therapeutics, Inc.",23.29,-2.99875052,-0.72,561350,1434752332.0000002,2.00521042,-0.29978587,-0.51282051,NASDAQ,-0.77,23.23,0.06
RXT,"Rackspace Technology, Inc.",3.32,-3.20699708,-0.11,1251665,700884783,2.07454912,-0.30120482,0,NASDAQ,-0.13,3.32,0
MRVI,"Maravai LifeSciences Holdings, Inc.",14.88,-4,-0.62,655429,3797504626.999999,1.25361702,-0.30150754,-0.10070493,NASDAQ,,15.22,-0.34
GWRE,"Guidewire Software, Inc.",75.8,-3.55006998,-2.79,702620,6206216044,1.77206921,-0.30251217,-0.18435607,NYSE,,76.75,-0.95
BE,Bloom Energy Corporation,24.69,-3.66757706,-0.94,1448677,4818981700,1.41106045,-0.30284676,-0.26257322,NYSE,-0.82,24.79,-0.1
FSCO,FS Credit Opportunities Corp.,4.9,-4.6692607,-0.24,403127,,1.97199217,-0.3051882,0,NYSE,,5.01,-0.11
